elapsed_s,player_x,player_z,forward,left,right,jump,focused
4.28013,253.00000,86.00000,0,0,0,0,0
4.30033,253.00000,86.00000,0,0,0,0,0
4.32020,253.00000,86.00000,0,0,0,0,0
4.34044,253.00000,86.00000,0,0,0,0,0
4.36008,253.00000,86.00000,0,0,0,0,0
4.38041,253.00000,86.00000,0,0,0,0,0
4.40030,253.00000,86.00000,0,0,0,0,0
4.42043,253.00000,86.00000,0,0,0,0,0
4.44035,253.00000,86.00000,0,0,0,0,0
4.46017,253.00000,86.00000,0,0,0,0,0
4.48039,253.00000,86.00000,0,0,0,0,0
4.50006,253.00000,86.00000,0,0,0,0,0
4.52035,253.00000,86.00000,0,0,0,0,0
4.54042,253.00000,86.00000,0,0,0,0,0
4.56038,253.00000,86.00000,0,0,0,0,0
4.58009,253.00000,86.00000,0,0,0,0,0
4.60046,253.00000,86.00000,0,0,0,0,0
4.62025,253.00000,86.00000,0,0,0,0,0
4.64026,253.00000,86.00000,0,0,0,0,0
4.66066,253.00000,86.00000,0,0,0,0,0
4.68029,253.00000,86.00000,0,0,0,0,0
4.70005,253.00000,86.00000,0,0,0,0,0
4.72027,253.00000,86.00000,0,0,0,0,0
4.74022,253.00000,86.00000,0,0,0,0,0
4.76024,253.00000,86.00000,0,0,0,0,0
4.78032,253.00000,86.00000,0,0,0,0,0
4.80006,253.00000,86.00000,0,0,0,0,0
4.82030,253.00000,86.00000,0,0,0,0,0
4.84006,253.00000,86.00000,0,0,0,0,0
4.86014,253.00000,86.00000,0,0,0,0,0
4.88040,253.00000,86.00000,0,0,0,0,0
4.90054,253.00000,86.00000,0,0,0,0,0
4.92022,253.00000,86.00000,0,0,0,0,0
4.94028,253.00000,86.00000,0,0,0,0,0
4.96049,253.00000,86.00000,0,0,0,0,0
4.98037,253.00000,86.00000,0,0,0,0,0
5.00039,253.00000,86.00000,0,0,0,0,0
5.02014,253.00000,86.00000,0,0,0,0,0
5.04018,253.00000,86.00000,0,0,0,0,0
5.06020,253.00000,86.00000,0,0,0,0,0
5.08037,253.00000,86.00000,0,0,0,0,0
5.10020,253.00000,86.00000,0,0,0,0,0
5.12041,253.00000,86.00000,0,0,0,0,0
5.14009,253.00000,86.00000,0,0,0,0,0
5.16033,253.00000,86.00000,0,0,0,0,0
5.18049,253.00000,86.00000,0,0,0,0,0
5.20045,253.00000,86.00000,0,0,0,0,0
5.22030,253.00000,86.00000,0,0,0,0,0
5.24016,253.00000,86.00000,0,0,0,0,0
5.26044,253.00000,86.00000,0,0,0,0,0
5.28018,253.00000,86.00000,0,0,0,0,0
5.30006,253.00000,86.00000,0,0,0,0,0
5.32022,253.00000,86.00000,0,0,0,0,0
5.34031,253.00000,86.00000,0,0,0,0,0
5.36036,253.00000,86.00000,0,0,0,0,0
5.38053,253.00000,86.00000,0,0,0,0,0
5.40021,253.00000,86.00000,0,0,0,0,0
5.42037,253.00000,86.00000,0,0,0,0,0
5.44019,253.00000,86.00000,0,0,0,0,0
5.46038,253.00000,86.00000,0,0,0,0,0
5.48015,253.00000,86.00000,0,0,0,0,0
5.50040,253.00000,86.00000,0,0,0,0,0
5.52005,253.00000,86.00000,0,0,0,0,0
5.54029,253.00000,86.00000,0,0,0,0,0
5.56044,253.00000,86.00000,0,0,0,0,0
5.58021,253.00000,86.00000,0,0,0,0,0
5.60044,253.00000,86.00000,0,0,0,0,0
5.62034,253.00000,86.00000,0,0,0,0,0
5.64047,253.00000,86.00000,0,0,0,0,0
5.66043,253.00000,86.00000,0,0,0,0,0
5.68034,253.00000,86.00000,0,0,0,0,0
